NTACode;Language_Top;Language_PCT_Top;Language_PCT_MOE_Top;Language_Second;Language_PCT_Second;Language_PCT_MOE_Second;Language_Third;Language_PCT_Third;Language_PCT_MOE_Third;Language_Fourth;Language_PCT_Fourth;Language_PCT_MOE_Fourth;Language_Fifth;Language_PCT_Fifth;Language_PCT_MOE_Fifth
QN61;"Spanish- Speak English Less Than ""Very Well"" PCT";0.23;;"Other Indic Languages-Speak English Less Than ""Very Well"" PCT";0.101;;"French Creole-Speak English Less than ""Very Well"" PCT";0.009;;"Tagalog-Speak English Less Than ""Very Well"" PCT";0.008;;"Urdu-Speak Urdu Less Than ""Very Well"" PCT";0.007;
QN62;"Chinese-Speak English Less Than ""Very Well"" PCT";0.354;;"Spanish- Speak English Less Than ""Very Well"" PCT";0.087;;"Other Asian Language- Speak English Less Than ""Very Well"" PCT";0.011;;"Italian-Speak English Less Than ""Very Well"" PCT";0.008;;"Korean-Speak English Less Than ""Very Well"" PCT";0.007;
QN63;"Spanish- Speak English Less Than ""Very Well"" PCT";0.177;;"Chinese-Speak English Less Than ""Very Well"" PCT";0.05;;"Other Indic Languages-Speak English Less Than ""Very Well"" PCT";0.047;;"Korean-Speak English Less Than ""Very Well"" PCT";0.022;;"Tagalog-Speak English Less Than ""Very Well"" PCT";0.021;
QN66;"French Creole-Speak English Less than ""Very Well"" PCT";0.029;;"Spanish- Speak English Less Than ""Very Well"" PCT";0.004;;"Spanish- Speak English Less Than ""Very Well"" PCT";0.004;;"Spanish- Speak English Less Than ""Very Well"" PCT";0.004;;"African Languages-Speak English Less Than ""Very Well"" PCT";0.002;
QN68;"Spanish- Speak English Less Than ""Very Well"" PCT";0.164;;"Other Indic Languages-Speak English Less Than ""Very Well"" PCT";0.049;;"Chinese-Speak English Less Than ""Very Well"" PCT";0.021;;"Korean-Speak English Less Than ""Very Well"" PCT";0.016;;"Arabic-Speak English Less Than ""Very Well"" PCT";0.008;
QN70;"Spanish- Speak English Less Than ""Very Well"" PCT";0.118;;"Greek-Speak English Less Than ""Very Well"" PCT";0.02;;"Chinese-Speak English Less Than ""Very Well"" PCT";0.016;;"Portuguese-Speak English Less Than ""Very Well"" PCT";0.014;;"Portuguese-Speak English Less Than ""Very Well"" PCT";0.014;
QN71;"Spanish- Speak English Less Than ""Very Well"" PCT";0.154;;"Other Indic Languages-Speak English Less Than ""Very Well"" PCT";0.021;;"Greek-Speak English Less Than ""Very Well"" PCT";0.015;;"Serbo-Croatian-Speak English Less Than ""Very Well""  PCT";0.007;;"Serbo-Croatian-Speak English Less Than ""Very Well""  PCT";0.007;
QN72;"Spanish- Speak English Less Than ""Very Well"" PCT";0.074;;"Greek-Speak English Less Than ""Very Well"" PCT";0.046;;"Italian-Speak English Less Than ""Very Well"" PCT";0.013;;"Italian-Speak English Less Than ""Very Well"" PCT";0.013;;"Chinese-Speak English Less Than ""Very Well"" PCT";0.01;
QN76;"Spanish- Speak English Less Than ""Very Well"" PCT";0.039;;"Other Indic Languages-Speak English Less Than ""Very Well"" PCT";0.012;;"French Creole-Speak English Less than ""Very Well"" PCT";0.01;;"French-Speak English Less Than ""Very Well"" PCT";0.005;;"Chinese-Speak English Less Than ""Very Well"" PCT";0.004;
QN98;"Spanish- Speak English Less Than ""Very Well"" PCT";0;;"Spanish- Speak English Less Than ""Very Well"" PCT";0;;"Spanish- Speak English Less Than ""Very Well"" PCT";0;;"Spanish- Speak English Less Than ""Very Well"" PCT";0;;"Spanish- Speak English Less Than ""Very Well"" PCT";0;
QN99;"Spanish- Speak English Less Than ""Very Well"" PCT";0.053;;"Polish-Speak English Less than ""Very Well"" PCT";0.027;;"Chinese-Speak English Less Than ""Very Well"" PCT";0.012;;"Hindi-Speak English Less Than ""Very Well"" PCT";0.01;;"French-Speak English Less Than ""Very Well"" PCT";0;
SI01;"Italian-Speak English Less Than ""Very Well"" PCT";0.021;;"Russian-Speak English Less Than ""Very Well"" PCT";0.02;;"Spanish- Speak English Less Than ""Very Well"" PCT";0.007;;"Other Indo-European languages-Speak English Less ""Very Well'' PCT";0.003;;"Other Indo-European languages-Speak English Less ""Very Well'' PCT";0.003;
SI05;"Chinese-Speak English Less Than ""Very Well"" PCT";0.022;;"Other Asian Language- Speak English Less Than ""Very Well"" PCT";0.016;;"Spanish- Speak English Less Than ""Very Well"" PCT";0.013;;"Arabic-Speak English Less Than ""Very Well"" PCT";0.008;;"Italian-Speak English Less Than ""Very Well"" PCT";0.006;
SI07;"Spanish- Speak English Less Than ""Very Well"" PCT";0.013;;"Italian-Speak English Less Than ""Very Well"" PCT";0.006;;"Italian-Speak English Less Than ""Very Well"" PCT";0.006;;"Russian-Speak English Less Than ""Very Well"" PCT";0.004;;"Russian-Speak English Less Than ""Very Well"" PCT";0.004;
SI08;"Spanish- Speak English Less Than ""Very Well"" PCT";0.057;;"Chinese-Speak English Less Than ""Very Well"" PCT";0.028;;"Other Indo-European languages-Speak English Less ""Very Well'' PCT";0.009;;"Other Indo-European languages-Speak English Less ""Very Well'' PCT";0.009;;"Russian-Speak English Less Than ""Very Well"" PCT";0.008;
SI11;"Spanish- Speak English Less Than ""Very Well"" PCT";0.019;;"Italian-Speak English Less Than ""Very Well"" PCT";0.014;;"Russian-Speak English Less Than ""Very Well"" PCT";0.009;;"Chinese-Speak English Less Than ""Very Well"" PCT";0.005;;"Other Asian Language- Speak English Less Than ""Very Well"" PCT";0.004;
SI12;"Spanish- Speak English Less Than ""Very Well"" PCT";0.082;;"Arabic-Speak English Less Than ""Very Well"" PCT";0.009;;"Chinese-Speak English Less Than ""Very Well"" PCT";0.008;;"Urdu-Speak Urdu Less Than ""Very Well"" PCT";0.006;;"Other Indic Languages-Speak English Less Than ""Very Well"" PCT";0.004;
SI14;"Spanish- Speak English Less Than ""Very Well"" PCT";0.048;;"Russian-Speak English Less Than ""Very Well"" PCT";0.044;;"Chinese-Speak English Less Than ""Very Well"" PCT";0.034;;"Other Indo-European languages-Speak English Less ""Very Well'' PCT";0.014;;"Urdu-Speak Urdu Less Than ""Very Well"" PCT";0.011;
SI22;"Spanish- Speak English Less Than ""Very Well"" PCT";0.084;;"Chinese-Speak English Less Than ""Very Well"" PCT";0.008;;"Polish-Speak English Less than ""Very Well"" PCT";0.004;;"Polish-Speak English Less than ""Very Well"" PCT";0.004;;"Other Indic Languages-Speak English Less Than ""Very Well"" PCT";0.003;
SI24;"Chinese-Speak English Less Than ""Very Well"" PCT";0.03;;"Korean-Speak English Less Than ""Very Well"" PCT";0.025;;"Russian-Speak English Less Than ""Very Well"" PCT";0.016;;"Italian-Speak English Less Than ""Very Well"" PCT";0.014;;"Spanish- Speak English Less Than ""Very Well"" PCT";0.013;
SI25;"Russian-Speak English Less Than ""Very Well"" PCT";0.026;;"Italian-Speak English Less Than ""Very Well"" PCT";0.021;;"Spanish- Speak English Less Than ""Very Well"" PCT";0.011;;"Chinese-Speak English Less Than ""Very Well"" PCT";0.006;;"Arabic-Speak English Less Than ""Very Well"" PCT";0.005;
SI28;"Spanish- Speak English Less Than ""Very Well"" PCT";0.106;;"Italian-Speak English Less Than ""Very Well"" PCT";0.006;;"Italian-Speak English Less Than ""Very Well"" PCT";0.006;;"Other Indic Languages-Speak English Less Than ""Very Well"" PCT";0.004;;"Other Indic Languages-Speak English Less Than ""Very Well"" PCT";0.004;
SI32;"Italian-Speak English Less Than ""Very Well"" PCT";0.018;;"Korean-Speak English Less Than ""Very Well"" PCT";0.013;;"Spanish- Speak English Less Than ""Very Well"" PCT";0.008;;"Chinese-Speak English Less Than ""Very Well"" PCT";0.006;;"Russian-Speak English Less Than ""Very Well"" PCT";0.003;
SI35;"Spanish- Speak English Less Than ""Very Well"" PCT";0.062;;"Chinese-Speak English Less Than ""Very Well"" PCT";0.01;;"Arabic-Speak English Less Than ""Very Well"" PCT";0.004;;"Italian-Speak English Less Than ""Very Well"" PCT";0.003;;"Portuguese-Speak English Less Than ""Very Well"" PCT";0.002;
SI36;"Russian-Speak English Less Than ""Very Well"" PCT";0.046;;"Spanish- Speak English Less Than ""Very Well"" PCT";0.039;;"Other Indo-European languages-Speak English Less ""Very Well'' PCT";0.017;;"Italian-Speak English Less Than ""Very Well"" PCT";0.016;;"Italian-Speak English Less Than ""Very Well"" PCT";0.016;
SI37;"Spanish- Speak English Less Than ""Very Well"" PCT";0.118;;"Chinese-Speak English Less Than ""Very Well"" PCT";0.022;;"Polish-Speak English Less than ""Very Well"" PCT";0.014;;"Other Indo-European languages-Speak English Less ""Very Well'' PCT";0.011;;"Russian-Speak English Less Than ""Very Well"" PCT";0.008;
SI45;"Russian-Speak English Less Than ""Very Well"" PCT";0.039;;"Spanish- Speak English Less Than ""Very Well"" PCT";0.019;;"Chinese-Speak English Less Than ""Very Well"" PCT";0.017;;"Polish-Speak English Less than ""Very Well"" PCT";0.01;;"Italian-Speak English Less Than ""Very Well"" PCT";0.007;
SI48;"Chinese-Speak English Less Than ""Very Well"" PCT";0.016;;"Arabic-Speak English Less Than ""Very Well"" PCT";0.011;;"Spanish- Speak English Less Than ""Very Well"" PCT";0.009;;"Spanish- Speak English Less Than ""Very Well"" PCT";0.009;;"Russian-Speak English Less Than ""Very Well"" PCT";0.007;
SI54;"Russian-Speak English Less Than ""Very Well"" PCT";0.019;;"Chinese-Speak English Less Than ""Very Well"" PCT";0.014;;"Spanish- Speak English Less Than ""Very Well"" PCT";0.013;;"Italian-Speak English Less Than ""Very Well"" PCT";0.011;;"Other Indo-European languages-Speak English Less ""Very Well'' PCT";0.004;
SI99;"Spanish- Speak English Less Than ""Very Well"" PCT";0;;"Spanish- Speak English Less Than ""Very Well"" PCT";0;;"Spanish- Speak English Less Than ""Very Well"" PCT";0;;"Spanish- Speak English Less Than ""Very Well"" PCT";0;;"Spanish- Speak English Less Than ""Very Well"" PCT";0;
